id,studyID,trial_registration_no,studyID_ROB,trt,pre_n,n,mean_diff,mean_diff_sd,outcome,response,age_mean,adult,length,pc_female,pre_mean,pre_sd,country,daily_dose,session_duration,sessions,weekly_dose,bmi_score,bmi,comorbid,vitD_suppl,D1,D2,D3,D4,D5,overall
457,Newstead 2004,,Newstead 2004,Mixed aerobic exercises,23,23,0,0.022,Femoral BMD,,56.7,adults,52,100%,0.73,0.01,USA,248,60,3,743,25.9,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
458,Newstead 2004,,Newstead 2004,Control,26,26,0.01,0.05,Lumbar BMD,,56.6,adults,52,100%,1.03,0.02,USA,72,60,3,0,26.1,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
459,Newstead 2004,,Newstead 2004,Mixed aerobic exercises,23,23,0.01,0.047,Lumbar BMD,,56.7,adults,52,100%,1.01,0.02,USA,247.5,60,3,743,25.9,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
460,Newstead 2004,,Newstead 2004,Control,26,26,0,0.025,Hip total BMD,,56.6,adults,52,100%,0.92,0.02,USA,72,60,3,0,26.1,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
461,Newstead 2004,,Newstead 2004,Mixed aerobic exercises,23,23,0.01,0.023,Hip total BMD,,56.7,adults,52,100%,0.88,0.02,USA,247.5,60,3,743,25.9,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
462,Nichols 1995,,Nichols 1995,Control,17,14,0.008,0.057,Femoral BMD,,65.2,older adults,52,100%,0.764,0.02,USA,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
463,Nichols 1995,,Nichols 1995,Resistance,17,14,-0.01,0.057,Femoral BMD,,67.8,older adults,52,100%,0.786,0.02,USA,150,60,3,450,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
464,Nichols 1995,,Nichols 1995,Control,17,14,0.024,0.135,Femoral BMD,,65.2,older adults,26,100%,0.764,0.075,USA,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
465,Nichols 1995,,Nichols 1995,Resistance,17,14,0.003,0.135,Femoral BMD,,67.8,older adults,26,100%,0.786,0.075,USA,150,60,3,450,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
466,Nichols 1995,,Nichols 1995,Control,17,14,0.014,0.055,Lumbar BMD,,65.2,older adults,52,100%,0.998,0.03,USA,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
467,Nichols 1995,,Nichols 1995,Resistance,17,14,-0.011,0.055,Lumbar BMD,,67.8,older adults,52,100%,1.036,0.03,USA,150,60,3,450,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
468,Nichols 1995,,Nichols 1995,Control,17,14,0.014,0.158,Lumbar BMD,,65.2,older adults,26,100%,0.998,0.112,USA,72,60,3,0,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
469,Nichols 1995,,Nichols 1995,Resistance,17,14,-0.02,0.161,Lumbar BMD,,67.8,older adults,26,100%,1.036,0.112,USA,150,60,3,450,26,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
470,Nicholson 2015,,Nicholson 2015,Control,29,26,-0.009,0.08,Femoral BMD,,66,older adults,26,100%,0.857,0.108,Australia,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
471,Nicholson 2015,,Nicholson 2015,Combined aerobic/resistance,28,24,0.001,0.02,Femoral BMD,,65.6,older adults,26,100%,0.875,0.113,Australia,250,50,2,500,26,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
472,Nicholson 2015,,Nicholson 2015,Control,29,26,,,Fracture,2,66,older adults,26,100%,0.857,0.108,Australia,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
473,Nicholson 2015,,Nicholson 2015,Combined aerobic/resistance,28,24,,,Fracture,0,65.6,older adults,26,100%,0.875,0.113,Australia,250,50,2,500,26,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
474,Nicholson 2015,,Nicholson 2015,Combined aerobic/resistance,28,24,0.011,0.03,Lumbar BMD,,65.6,older adults,26,100%,1.088,0.121,Australia,250,50,2,500,26,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
475,Nicholson 2015,,Nicholson 2015,Control,29,26,-0.023,0.05,Lumbar BMD,,66,older adults,26,100%,1.098,0.136,Australia,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
476,Nicholson 2015,,Nicholson 2015,Control,29,26,-0.002,0.03,Hip total BMD,,66,older adults,26,100%,0.937,0.099,Australia,60,50,2,0,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
477,Nicholson 2015,,Nicholson 2015,Combined aerobic/resistance,28,24,-0.028,0.01,Hip total BMD,,65.6,older adults,26,100%,0.937,0.099,Australia,250,50,2,500,26,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
478,Patil 2016,,Patil 2016,Control,,102,,,Fracture,6,74.1,older adults,96,100%,,,Finland,72,60,2,0,28.2,Overweight,,Not reported,Some concern,Some concern,Some concern,Low,Low,Some concern
479,Patil 2016,,Patil 2016,Combined aerobic/resistance,,102,,,Fracture,3,74.1,older adults,96,100%,,,Finland,174,60,2,348,28,Overweight,,Not reported,Some concern,Some concern,Some concern,Low,Low,Some concern
480,Preisinger 1996,,Preisinger 1996,Control,31,31,,,Fracture,2,59,adults,208,100%,,,Australia,24,20,3,0,  ,,,Not reported,Low,Some concern,High,Low,Low,High
481,Preisinger 1996,,Preisinger 1996,Combined aerobic/resistance,27,27,,,Fracture,5,62.6,older adults,208,100%,,,Australia,73,20,3,219,  ,,,Not reported,Low,Some concern,High,Low,Low,High
482,Pruitt 1995,,Pruitt 1995,Control,11,11,0.007,0.01,Hip total BMD,,69.6,older adults,52,100%,0.756,0.084,USA,60,50,3,0,25.1,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
483,Pruitt 1995,,Pruitt 1995,Resistance,8,8,0.005,0.014,Hip total BMD,,67,older adults,52,100%,0.744,0.09,USA,300,50,3,900,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
484,Pruitt 1995,,Pruitt 1995,Control,11,11,0,0.02,Lumbar BMD,,69.6,older adults,52,100%,0.901,0.149,USA,60,50,3,0,25.1,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
485,Pruitt 1995,,Pruitt 1995,Resistance,8,8,0.007,0.018,Lumbar BMD,,67,older adults,52,100%,0.94,0.152,USA,300,50,3,900,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
486,Pruitt 1995,,Pruitt 1995,Control,11,11,0.005,0.019,Femoral BMD,,69.6,older adults,52,100%,0.613,0.1,USA,60,50,3,0,25.1,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
487,Pruitt 1995,,Pruitt 1995,Resistance,8,8,-0.002,0.154,Femoral BMD,,67,older adults,52,100%,0.636,0.075,USA,300,50,3,900,24.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
