id,studyID,trial_registration_no,studyID_ROB,trt,pre_n,n,mean_diff,mean_diff_sd,outcome,response,age_mean,adult,length,pc_female,pre_mean,pre_sd,country,daily_dose,session_duration,sessions,weekly_dose,bmi_score,bmi,comorbid,vitD_suppl,D1,D2,D3,D4,D5,overall
1,Alayat 2017,,Alayat 2017,Control,25,25,-0.015,0.06,Lumbar BMD,,54,adults,52,0%,0.98,0.05,Saudi Arabia,72,60,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
2,Alayat 2017,,Alayat 2017,Combined aerobic/resistance,25,25,0.1,0.07,Lumbar BMD,,53.8,adults,52,0%,0.99,0.08,Saudi Arabia,225,60,3,675,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
3,Alayat 2017,,Alayat 2017,Control,25,25,-0.002,0.07,Lumbar BMD,,54,adults,24,0%,0.98,0.05,Saudi Arabia,72,60,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
4,Alayat 2017,,Alayat 2017,Combined aerobic/resistance,25,25,0.07,0.1,Lumbar BMD,,53.8,adults,24,0%,0.99,0.08,Saudi Arabia,225,60,3,675,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
5,Alayat 2017,,Alayat 2017,Control,25,25,-0.01,0.04,Hip total BMD,,54,adults,52,0%,0.89,0.04,Saudi Arabia,72,60,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
6,Alayat 2017,,Alayat 2017,Combined aerobic/resistance,25,25,0.03,0.04,Hip total BMD,,53.8,adults,52,0%,0.9,0.04,Saudi Arabia,225,60,3,675,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
7,Alayat 2017,,Alayat 2017,Control,25,25,0,0.05,Hip total BMD,,54,adults,24,0%,0.89,0.04,Saudi Arabia,72,60,3,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
8,Alayat 2017,,Alayat 2017,Combined aerobic/resistance,25,25,0.03,0.057,Hip total BMD,,53.8,adults,24,0%,0.9,0.04,Saudi Arabia,225,60,3,675,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
9,Allison 2013,,Allison 2013,Control,50,35,-0.009,0.018,Femoral BMD,,69.9,older adults,52,0%,0.954,0.018,UK,18,15,7,0,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
10,Allison 2013,,Allison 2013,Mixed aerobic exercises,50,35,0.006,0.017,Femoral BMD,,69.9,older adults,52,0%,0.948,0.018,UK,135,15,7,945,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
11,Allison 2013,,Allison 2013,Control,50,35,-0.009,0.018,Lumbar BMD,,69.9,older adults,52,0%,,,UK,18,15,7,0,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
12,Allison 2013,,Allison 2013,Mixed aerobic exercises,50,35,0.012,0.03,Lumbar BMD,,69.9,older adults,52,0%,1.258,0.03,UK,135,15,7,945,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
13,Allison 2013,,Allison 2013,Control,50,35,-0.002,0.018,Hip total BMD,,69.9,older adults,52,0%,1.029,0.018,UK,18,15,7,0,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
14,Allison 2013,,Allison 2013,Mixed aerobic exercises,50,35,0.003,0.03,Hip total BMD,,69.9,older adults,52,0%,1.027,0.018,UK,135,15,7,945,26.2,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,Some concern,Some concern
15,Antoun 2025,,Antoun 2025,Control,15,15,-0.03,0.188,Lumbar BMD,,54,adults,26,53%,1.03,0.13,Lebanon,54,45,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
16,Antoun 2025,,Antoun 2025,Resistance,13,13,-0.01,0.325,Lumbar BMD,,53.8,adults,26,54%,1.06,0.23,Lebanon,225,45,2,450,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
17,Antoun 2025,,Antoun 2025,Resistance,13,13,-0.05,0.189,Lumbar BMD,,53.8,adults,26,54%,1.11,0.1,Lebanon,270,45,2,540,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
18,Antoun 2025,,Antoun 2025,Control,15,15,-0.04,0.141,Femoral BMD,,54,adults,26,53%,0.79,0.1,Lebanon,54,45,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
19,Antoun 2025,,Antoun 2025,Resistance,13,13,-0.01,0.165,Femoral BMD,,53.8,adults,26,54%,0.79,0.16,Lebanon,225,45,2,450,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
20,Antoun 2025,,Antoun 2025,Resistance,13,13,0.01,0.113,Femoral BMD,,53.8,adults,26,54%,0.81,0.08,Lebanon,270,45,2,540,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
21,Antoun 2025,,Antoun 2025,Control,15,15,-0.01,0.19,Hip total BMD,,54,adults,26,53%,0.839,0.12,Lebanon,54,45,2,0,25.5,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
22,Antoun 2025,,Antoun 2025,Resistance,13,13,-0.005,0.245,Hip total BMD,,53.8,adults,26,54%,0.829,0.17,Lebanon,225,45,2,450,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
23,Antoun 2025,,Antoun 2025,Resistance,13,13,0.005,0.143,Hip total BMD,,53.8,adults,26,54%,0.892,0.097,Lebanon,270,45,2,540,26.9,Overweight,Reported,Not reported,Low,Some concern,Low,Low,High,High
24,Araujo 2023,,Araujo 2023,Control,19,15,-0.01,0.06,Femoral BMD,,58.1,adults,22,100%,0.85,0.06,Brazil,48,40,4,0,26.8,Overweight,Not reported,Not reported,Some concern,High,Some concern,Low,Some concern,High
25,Araujo 2023,,Araujo 2023,Resistance,19,16,0.05,0.07,Femoral BMD,,57.9,adults,22,100%,0.86,0.06,Brazil,70,40,4,280,26.6,Overweight,Not reported,Not reported,Some concern,High,Some concern,Low,Some concern,High
26,Araujo 2023,,Araujo 2023,Control,19,15,0,0.11,Lumbar BMD,,58.1,adults,22,100%,1.05,0.11,Brazil,48,40,4,0,26.8,Overweight,Not reported,Not reported,Some concern,High,Some concern,Low,Some concern,High
27,Araujo 2023,,Araujo 2023,Resistance,19,16,0.05,0.12,Lumbar BMD,,57.9,adults,22,100%,1.05,0.13,Brazil,70,40,4,280,26.6,Overweight,Not reported,Not reported,Some concern,High,Some concern,Low,Some concern,High
28,Ashburn 2007,,Ashburn 2007,Control,72,67,,,Fracture,6,71.6,older adults,26,33%,,,UK,72,60,3,0,  ,,,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
29,Ashburn 2007,,Ashburn 2007,Resistance,70,67,,,Fracture,2,72.7,older adults,26,46%,,,UK,174,60,3,522,  ,,,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
30,Basat 2013,,Basat 2013,Control,14,12,-0.009,0.015,Femoral BMD,,56.2,adults,26,100%,0.849,0.071,Turkey,72,60,3,0,27.5,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
31,Basat 2013,,Basat 2013,Resistance,14,11,0.013,0.022,Femoral BMD,,55.9,adults,26,100%,0.829,0.082,Turkey,133,60,3,399,25,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
32,Basat 2013,,Basat 2013,Mixed aerobic exercises,14,12,0.009,0.014,Femoral BMD,,55.9,adults,26,100%,0.828,0.087,Turkey,88,60,3,264,26.4,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
33,Basat 2013,,Basat 2013,Control,14,12,-0.024,0.026,Lumbar BMD,,56.2,adults,26,100%,0.934,0.038,Turkey,72,60,3,0,27.5,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
34,Basat 2013,,Basat 2013,Resistance,14,12,0.004,0.025,Lumbar BMD,,55.9,adults,26,100%,0.907,0.036,Turkey,133,60,3,399,25,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
35,Basat 2013,,Basat 2013,Mixed aerobic exercises,14,11,0.012,0.044,Lumbar BMD,,55.9,adults,26,100%,0.913,0.022,Turkey,88,60,3,264,26.4,Overweight,Reported,Reported,Low,Some concern,Low,Low,High,High
36,Bassey 1995,,Bassey 1995,Control,24,24,-0.007,0.005,Femoral BMD,,55,adults,52,100%,0.887,0.027,UK,12,10,7,0,24.9,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
37,Bassey 1995,,Bassey 1995,Mixed aerobic exercises,20,20,0.001,0.004,Femoral BMD,,54,adults,52,100%,0.923,0.026,UK,156,10,7,1092,24.6,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
38,Bassey 1998,,Bassey 1998,Control,32,32,-0.005,0.034,Femoral BMD,,54.9,adults,52,100%,0.927,0.131,UK,12,10,6,0,23.2,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
39,Bassey 1998,,Bassey 1998,Mixed aerobic exercises,45,45,-0.015,0.034,Femoral BMD,,55.8,adults,52,100%,0.892,0.091,UK,80,10,6,480,22.7,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
40,Bassey 1998,,Bassey 1998,Control,32,32,-0.001,0.04,Lumbar BMD,,54.9,adults,52,100%,1.117,0.119,UK,12,10,6,0,23.2,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
41,Bassey 1998,,Bassey 1998,Mixed aerobic exercises,45,45,-0.002,0.027,Lumbar BMD,,55.8,adults,52,100%,1.091,0.085,UK,80,10,6,480,22.7,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
42,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,0.01,0.064,Lumbar BMD,,65.9,older adults,52,74%,1.234,0.18,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
43,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,0.011,0.065,Lumbar BMD,,66.4,older adults,52,76%,1.312,0.267,USA,225,60,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
44,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,0.016,0.064,Lumbar BMD,,65.9,older adults,26,74%,1.234,0.18,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
45,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,0.149,0.065,Lumbar BMD,,66.4,older adults,26,76%,1.312,0.267,USA,225,60,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
46,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,-0.005,0.041,Femoral BMD,,65.9,older adults,52,74%,0.959,0.137,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
47,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,-0.004,0.041,Femoral BMD,,66.4,older adults,52,76%,0.966,0.139,USA,225,60,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
48,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,0.004,0.041,Femoral BMD,,65.9,older adults,26,74%,0.959,0.137,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
49,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,0.004,0.041,Femoral BMD,,66.4,older adults,26,76%,0.966,0.139,USA,225,60,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
50,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,-0.017,0.029,Hip total BMD,,65.9,older adults,52,74%,1.103,0.14,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
51,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,-0.016,0.029,Hip total BMD,,66.4,older adults,52,76%,1.034,0.15,USA,225,60,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
52,Beavers 2025,NCT04076618,Beavers 2025,Control,50,45,-0.008,0.029,Hip total BMD,,65.9,older adults,26,74%,1.103,0.14,USA,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
53,Beavers 2025,NCT04076618,Beavers 2025,Resistance,50,47,-0.008,0.029,Hip total BMD,,66.4,older adults,26,76%,1.034,0.15,USA,225,70,3,675,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
54,Bebenek 2010,NCT00663104,Bebenek 2010,Control,42,30,-0.004,0.021,Femoral BMD,,52.4,adults,52,100%,0.753,0.111,Germany,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
55,Bebenek 2010,NCT00663104,Bebenek 2010,Combined aerobic/resistance,43,38,0.004,0.024,Femoral BMD,,52.3,adults,52,100%,0.761,0.096,Germany,285,70,3,855,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
56,Bebenek 2010,NCT00663104,Bebenek 2010,Control,42,30,-0.02,0.018,Lumbar BMD,,52.4,adults,52,100%,0.99,0.128,Germany,72,60,3,0,25.7,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
57,Bebenek 2010,NCT00663104,Bebenek 2010,Combined aerobic/resistance,43,36,-0.001,0.021,Lumbar BMD,,52.3,adults,52,100%,0.958,0.117,Germany,285,70,3,855,25.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
58,Bemben 2000,,Bemben 2000,Control,8,8,-0.01,0.064,Femoral BMD,,52.3,adults,26,100%,0.941,0.049,USA,72,60,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
59,Bemben 2000,,Bemben 2000,Resistance,10,10,-0.007,0.07,Femoral BMD,,50.5,adults,26,100%,0.91,0.048,USA,270,60,3,810,28.7,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
60,Bemben 2000,,Bemben 2000,Resistance,7,7,-0.001,0.076,Femoral BMD,,50.5,adults,26,100%,0.922,0.06,USA,158,60,3,473,23.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
61,Bemben 2000,,Bemben 2000,Control,8,8,-0.008,0.05,Lumbar BMD,,52.3,adults,26,100%,1.152,0.037,USA,72,60,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
62,Bemben 2000,,Bemben 2000,Resistance,10,10,-0.009,0.067,Lumbar BMD,,50.5,adults,26,100%,1.125,0.044,USA,270,60,3,810,28.7,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
63,Bemben 2000,,Bemben 2000,Resistance,7,7,-0.006,0.062,Lumbar BMD,,50.5,adults,26,100%,1.16,0.047,USA,158,60,3,473,23.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
64,Bemben 2000,,Bemben 2000,Control,8,8,-0.006,0.037,Hip total BMD,,52.3,adults,26,100%,0.949,0.054,USA,72,60,3,0,24.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
65,Bemben 2000,,Bemben 2000,Resistance,10,10,-0.006,0.039,Hip total BMD,,50.5,adults,26,100%,0.962,0.05,USA,270,60,3,810,28.7,Overweight,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
66,Bemben 2000,,Bemben 2000,Resistance,7,7,0.003,0.039,Hip total BMD,,50.5,adults,26,100%,0.944,0.061,USA,158,60,3,473,23.2,Healthy BMI,Not reported,Not reported,Low,Some concern,Some concern,Low,High,High
67,Bischoff-Ferrari 2020,NCT01745263,Bischoff-Ferrari 2020,Control,,1076,,,Fracture,123,74.9,older adults,156,62%,,,Switzerland,36,30,3,0,26.4,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
68,Bischoff-Ferrari 2020,NCT01745263,Bischoff-Ferrari 2020,Combined aerobic/resistance,,1081,,,Fracture,133,75,older adults,156,61%,,,Switzerland,150,30,3,300,26.3,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
69,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Control,100,100,-0.001,0.036,Lumbar BMD,,66.6,older adults,52,57%,1.177,0.02,Denmark,54,45,3,0,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
70,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Resistance,100,100,-0.003,0.033,Lumbar BMD,,66.3,older adults,52,59%,1.163,0.022,Denmark,270,45,3,810,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
71,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Resistance,100,100,0.002,0.028,Lumbar BMD,,66.3,older adults,52,59%,1.168,0.019,Denmark,225,45,3,675,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
72,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Control,100,100,-0.015,0.021,Femoral BMD,,66.6,older adults,52,57%,0.915,0.015,Denmark,54,45,3,0,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
73,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Resistance,100,100,-0.02,0.021,Femoral BMD,,66.3,older adults,52,59%,0.91,0.015,Denmark,270,45,3,810,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
74,Bloch-Ibenfeldt 2025,NCT021123641,Bloch-Ibenfeldt 2025,Resistance,100,100,-0.005,0.021,Femoral BMD,,66.3,older adults,52,59%,0.915,0.015,Denmark,225,45,3,675,26.4,Overweight,Not reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
75,Bocalini 2010,,Bocalini 2010,Control,12,12,-0.011,0.005,Femoral BMD,,64,older adults,24,100%,0.704,0.006,Brazil,72,60,3,0,29,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
76,Bocalini 2010,,Bocalini 2010,Resistance,13,13,0.003,0.002,Femoral BMD,,66,older adults,24,100%,0.701,0.004,Brazil,250,60,3,750,28,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
77,Bocalini 2010,,Bocalini 2010,Control,12,12,-0.008,0.007,Lumbar BMD,,64,older adults,24,100%,0.883,0.007,Brazil,72,60,3,0,29,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
78,Bocalini 2010,,Bocalini 2010,Resistance,13,13,0.001,0.003,Lumbar BMD,,66,older adults,24,100%,0.881,0.002,Brazil,250,60,3,750,28,Overweight,Not reported,Not reported,Some concern,Some concern,Some concern,Low,High,High
79,Bolam 2015,,Bolam 2015,Control,,14,-0.006,0.14,Femoral BMD,,58.6,adults,38,0%,0.789,0.15,Sweden,72,60,4,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
80,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,15,-0.01,0.106,Femoral BMD,,59.3,adults,38,0%,0.75,0.115,Sweden,224,60,4,896,27.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
81,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,13,0,0.15,Femoral BMD,,62.1,older adults,38,0%,0.807,0.14,Sweden,270,60,4,1080,25.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
82,Bolam 2015,,Bolam 2015,Control,,14,0.011,0.1,Lumbar BMD,,58.6,adults,38,0%,1.001,0.111,Sweden,72,60,4,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
83,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,15,-0.004,0.13,Lumbar BMD,,59.3,adults,38,0%,1.093,0.125,Sweden,224,60,4,896,27.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
84,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,13,0.01,0.113,Lumbar BMD,,62.1,older adults,38,0%,1.06,0.113,Sweden,270,60,4,1080,25.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
85,Bolam 2015,,Bolam 2015,Control,,14,-0.002,0.15,Hip total BMD,,58.6,adults,38,0%,0.957,0.157,Sweden,72,60,4,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
86,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,15,-0.011,0.07,Hip total BMD,,59.3,adults,38,0%,0.944,0.08,Sweden,224,60,4,896,27.4,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
87,Bolam 2015,,Bolam 2015,Combined aerobic/resistance,,13,0,0.14,Hip total BMD,,62.1,older adults,38,0%,0.976,0.139,Sweden,270,60,4,1080,25.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
88,Bolton 2012,,Bolton 2012,Control,20,18,-0.008,0.021,Lumbar BMD,,56.3,adults,52,100%,0.905,0.12,Australia,72,60,3,0,25,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
89,Bolton 2012,,Bolton 2012,Combined aerobic/resistance,19,19,-0.004,0.032,Lumbar BMD,,60.3,older adults,52,100%,0.897,0.072,Australia,230,60,3,690,25.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
90,Bolton 2012,,Bolton 2012,Control,20,18,-0.007,0.014,Hip total BMD,,56.3,adults,52,100%,0.817,0.072,Australia,72,60,3,0,25,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
91,Bolton 2012,,Bolton 2012,Combined aerobic/resistance,19,19,0.004,0.012,Hip total BMD,,60.3,older adults,52,100%,0.826,0.074,Australia,230,60,3,690,25.2,Overweight,Reported,Not reported,Low,Some concern,Low,Low,Some concern,Some concern
92,Bravo 1996,,Bravo 1996,Control,72,63,-0.004,0.055,Femoral BMD,,59.9,adults,52,100%,0.749,0.108,Canada,72,60,3,0,24.3,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
93,Bravo 1996,,Bravo 1996,Combined aerobic/resistance,70,61,0.002,0.043,Femoral BMD,,59.6,adults,52,100%,0.745,0.106,Canada,258,60,3,773,24.3,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
94,Bravo 1996,,Bravo 1996,Control,72,63,-0.012,0.088,Lumbar BMD,,59.9,adults,52,100%,0.932,0.181,Canada,72,60,3,0,24.3,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
95,Bravo 1996,,Bravo 1996,Combined aerobic/resistance,70,61,0.005,0.077,Lumbar BMD,,59.6,adults,52,100%,0.911,0.158,Canada,257.5,60,3,773,24.3,Healthy BMI,Reported,Not reported,Low,Some concern,Low,Low,Low,Some concern
96,Brooke-Wavell 1997,,Brooke-Wavell 1997,Control,43,40,0.011,0.044,Femoral BMD,,64.2,older adults,52,100%,0.843,0.109,UK,24,20,1,0,25.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
97,Brooke-Wavell 1997,,Brooke-Wavell 1997,Brisk walking or jogging,41,38,0.016,0.037,Femoral BMD,,64.9,older adults,52,100%,0.84,0.112,UK,172,40,7,1204,25.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
98,Brooke-Wavell 1997,,Brooke-Wavell 1997,Control,43,40,-0.005,0.025,Lumbar BMD,,64.2,older adults,52,100%,1.035,0.199,UK,24,20,1,0,25.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
99,Brooke-Wavell 1997,,Brooke-Wavell 1997,Brisk walking or jogging,41,38,0.006,0.025,Lumbar BMD,,64.9,older adults,52,100%,1.044,0.175,UK,172,40,7,1204,25.8,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
100,Camacho-Cardenosa 2022,NCT04281264,Camacho-Cardenosa 2022,Control,20,20,0.005,0.09,Femoral BMD,,70.6,older adults,24,60%,0.754,0.097,Spain,54,45,3,0,28.2,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
101,Camacho-Cardenosa 2022,NCT04281264,Camacho-Cardenosa 2022,Resistance,21,21,-0.016,0.09,Femoral BMD,,70.4,older adults,24,58%,0.808,0.145,Spain,225,45,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Low,Low,Low,Low,Low
102,Camacho-Cardenosa 2022,NCT04281264,Camacho-Cardenosa 2022,Control,20,20,-0.001,0.111,Hip total BMD,,70.6,older adults,24,60%,0.85,0.11,Spain,54,45,3,0,28.2,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
103,Camacho-Cardenosa 2022,NCT04281264,Camacho-Cardenosa 2022,Resistance,21,21,-0.014,0.152,Hip total BMD,,70.4,older adults,24,58%,0.899,0.16,Spain,225,45,3,675,24.8,Healthy BMI,Not reported,Not reported,Low,Low,Low,Low,Low,Low
104,Castro 2024,,Castro 2024,Control,26,26,-0.002,0.14,Lumbar BMD,,58.2,adults,24,42%,1.069,0.15,Brazil,72,60,3,0,26.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
105,Castro 2024,,Castro 2024,Resistance,26,26,0.073,0.14,Lumbar BMD,,57.2,adults,24,39%,1.074,0.14,Brazil,225,60,3,675,26.9,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
106,Castro 2024,,Castro 2024,Control,26,26,-0.004,0.09,Femoral BMD,,58.2,adults,24,42%,0.868,0.09,Brazil,72,60,3,0,26.5,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
107,Castro 2024,,Castro 2024,Resistance,26,26,0.076,0.1,Femoral BMD,,57.2,adults,24,39%,0.874,0.1,Brazil,225,60,3,675,26.9,Overweight,Not reported,Not reported,Low,Low,Low,Low,Low,Low
108,Chan 2004,,Chan 2004,Control,,65,,,Fracture,3,53.6,adults,52,100%,,,China,60,50,5,0,23.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
109,Chan 2004,,Chan 2004,Mind-body exercises,,67,,,Fracture,1,54.4,adults,52,100%,,,China,150,50,5,750,24.1,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
110,Chan 2004,,Chan 2004,Control,65,49,-0.007,0.04,Lumbar BMD,,53.6,adults,52,100%,0.823,0.142,China,60,50,5,0,23.5,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
111,Chan 2004,,Chan 2004,Mind-body exercises,67,54,0.001,0.03,Lumbar BMD,,54.4,adults,52,100%,0.86,0.14,China,150,50,5,750,24.1,Healthy BMI,Not reported,Not reported,Some concern,Some concern,Low,Low,Low,Some concern
112,Chilibeck 2002,,Chilibeck 2002,Control,14,12,-0.003,0.042,Femoral BMD,,58.8,adults,52,100%,0.721,0.025,Canada,72,60,3,0,26.6,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
113,Chilibeck 2002,,Chilibeck 2002,Resistance,14,10,-0.002,0.042,Femoral BMD,,56.8,adults,52,100%,0.745,0.029,Canada,210,60,3,630,27,Overweight,Not reported,Not reported,Some concern,Some concern,Low,Low,High,High
